barcode,name,unit_cost,retail_price,quantity
904801000000000,KNORR CUBES CHICKEN 48X12X10G,3052.8,3114.0,48X12X10G
4800890000000,KNORR CUBES CHICKEN W/COFFEE                                                                                               1x12+1,68.0,74.0,1x12
4800890000000,KNORR CUBES CHICKEN012+1 10GX12+1,68.0,74.0,1
4800890000000,KNORR CUBES FISH 1x6,34.0,37.0,1x6
904801000000000,KNORR CUBES PORK                                                                                                        48X12X10G,3258.0,3372.0,48X12X10G
904801000000000,KNORR CUBES PORK                                                                                                     48X12X10G,3280.0,3395.0,48X12X10G
124801000000000,KNORR CUBES PORK (SACHET)                                                                                                  12x10G,68.0,74.0,12x10G
4800890000000,KNORR CUBES PORK (SACHET)                                                                                               1x10G,5.83,7.0,1x10G
64800900000000,KNORR CUBES PORK (SACHET)                                                                                            6x10G,35.0,37.0,6x10G
904801000000000,KNORR CUBES PORK (w/coffee) 1x48X12+1,2905.0,2995.0,1x48X12
4800890000000,KNORR CUBES PORK 12+2 1x(12+2)x10G,68.0,74.0,1
4800890000000,KNORR CUBES PORK 60G 1x60G,29.75,33.0,1x60G
4800890000000,KNORR CUBES PORK W/COFFEE 1x12+1,68.0,74.0,1x12
4800890000000,KNORR CUBES16'S FREE GARAPON,92.0,100.0,1
124801000000000,KNORR GINATAANG GULAY                                                                                             12x29g,180.0,190.0,12x29g
4800890000000,KNORR GINATAANG GULAY SACHET                                                                                              1x29g,15.11,17.0,1x29g
64800900000000,KNORR GINATAANG GULAY SACHET                                                                                           6x29g,90.0,96.0,6x29g
4800890000000,KNORR LIQUID SEASONING CHILI130ML 1X130ML,61.0,66.0,1X130ML
4800890000000,KNORR LIQUID SEASONING CHILI250ML 1X250ML,100.0,108.0,1X250ML
4800890000000,KNORR LIQUID SEASONING12ML 1X12ML,7.08,8.0,1X12ML
4800890000000,KNORR PORK CUBES W/COFFEE 1X12+1X10G,68.0,74.0,1X10G
904801000000000,KNORR PORK CUBES W/COFFEE10G 48X10G,3381.69,3484.0,48X10G
124801000000000,KNORR SEASONING 12ML 12X12ML,85.0,90.0,12X12ML
64800900000000,KNORR SEASONING 12ML 6X12ML,42.5,45.0,6X12ML
4800890000000,KNORR SINIGANG GABI  W/ FREE PLATE 6x22G,83.08,89.0,6x22G
124801000000000,KNORR SINIGANG GABI (SACHET)                                                                                            12x11g,81.0,87.0,12x11g
124809000000000,KNORR SINIGANG GABI (SACHET) 12x22G,171.19,184.0,12x22G
4800890000000,KNORR SINIGANG GABI (SACHET) 1x11G,7.0,9.0,1x11G
4808680000000,KNORR SINIGANG GABI (SACHET) 1x22G,15.3,17.0,1x22G
64800900000000,KNORR SINIGANG GABI (SACHET) 6X11G,42.0,45.0,6X11G
4800890000000,KNORR SINIGANG GABI 6+1 1X7,40.48,43.0,1X7
64808700000000,KNORR SINIGANG GABI 6x22G                                                                                              6x22G,86.0,92.0,6x22G
4800890000000,KNORR SINIGANG GABI W/MINOLA OIL(FREE) 1x(2x44G)x(100ML),80.0,85.0,2x44G
4800890000000,KNORR SINIGANG GABI+KOPIKO TP+22G 1X22GX6+1,88.37,95.0,1X22GX6
904801000000000,KNORR SINIGANG GABI24X12X11G                                                                                          24X12X11G,1943.0,2012.0,24X12X11G
124801000000000,KNORR SINIGANG ISDA (SACHET)                                                                                             12x11g,81.0,87.0,12x11g
64800900000000,KNORR SINIGANG ISDA (SACHET) 6x11G,39.0,42.0,6x11G
4800890000000,KNORR SINIGANG ISDA (SAHET) 1x11G,6.86,8.0,1x11G
904801000000000,KNORR SINIGANG ISDA 24X12X11G,1943.0,2012.0,24X12X11G
4800890000000,KNORR SINIGANG ORIG22G+KOPIKO TW 1X22GX6+1,87.0,94.0,1X22GX6
124801000000000,KNORR SINIGANG ORIGINAL (SACHET) 12x11G,77.87,84.0,12x11G
124801000000000,KNORR SINIGANG ORIGINAL (SACHET) 12x22G,169.0,178.0,12x22G
4800890000000,KNORR SINIGANG ORIGINAL (SACHET) 1x11G,6.8,8.0,1x11G
4800890000000,KNORR SINIGANG ORIGINAL (SACHET) 1x22G,14.1,15.0,1x22G
64800900000000,KNORR SINIGANG ORIGINAL (SACHET) 6x11G,39.0,42.0,6x11G
64800900000000,KNORR SINIGANG ORIGINAL (SACHET) 6x22G,84.35,89.0,6x22G
4800890000000,KNORR SINIGANG11G 12+1 12+1X11G,78.0,84.0,1X11G
4800890000000,KNORR SINIGANG11G+KNORR CHICKEN CUBES 1X11GX10G,39.0,43.0,1X11GX10G
4800890000000,KNORR SPS+CTF 55G 1X55GX95G,157.5,167.0,1X55GX95G
90729500000000,KOBI 10X20X8G,183.0,195.0,10X20X8G
100729000000000,KOBI POTATO SNACK 10x20PCS,183.0,195.0,10x20PCS
0729461000000,KOBI POTATO SNACK 1x20PCS,18.3,20.0,1x20PCS
6932360000000,KODAK photo paper 1X1,125.0,0.0,1X1
4809010000000,KOJIC ACID                                                                                                              135gx1,34.16,39.0,1
4809020000000,KOJIC ACID 135G                                                                                                             1X135G,86.5,95.0,1X135G
4809020000000,KOJIC ACID 65G                                                                                                              1X65G,43.5,48.0,1X65G
4809020000000,KOJIC ACID SOAP 1X135G,35.45,39.0,1X135G
4809020000000,KOJIC GLUTA SOAP                                                                                                         1x135g,53.6,60.0,1x135g
4809010000000,KOJIC LOTION 1X200G,260.0,272.0,1X200G
4806520000000,kojic milk 2x90g 2x90g,47.5,55.0,2x90g
124809000000000,KOJIC SAN PULL TAB 12X135G,410.0,436.0,12X135G
64809000000000,KOJIC SAN PULL TAB 6x135G,204.96,218.0,6x135G
0000026000022,KOJIC SOAP 1x1,8.0,10.0,1x1
0000026000021,KOJIC SOAP 1x1,10.0,12.0,1x1
0000026000019,KOJIC SOAP2S 1X2S,20.0,24.0,1X2S
0000026000020,KOJIC SOAP2S 1X2S,15.0,20.0,1X2S
4809010000000,KOJIE SAN DREAM WHITE 2X65G,57.6,67.0,2X65G
4809010000000,KOJIE SAN DREAM WHITE 65GX1,34.0,39.0,1
4806520000000,KOJIE SAN FACE CREAM SF15 1X22G,76.5,86.0,1X22G
4809010000000,KOJIE SAN SOAP 1X11PCK X 2PCS.,96.9,112.0,1X11PCK
4809010000000,KOJIE SAN SOAP 65GX1,30.4,35.0,1
0024240000226,KOJIE SAN SOAP135G 1x135g,50.0,56.0,1x135g
4806520000000,KOJIE SAN5+1 6X135G,328.0,348.01,6X135G
904809000000000,KOJIE-SAN  48X2X65G,2416.9,2490.0,48X2X65G
904809000000000,KOJIE-SAN  48X3X100G,5745.6,5920.0,48X3X100G
904809000000000,KOJIE-SAN  48X3X65G,3511.2,3616.0,48X3X65G
64809000000000,KOJIE-SAN  6X3X100G,718.2,762.0,6X3X100G
4809010000000,KOJIE-SAN BODY LOTION 1x100G,147.25,170.0,1x100G
4809010000000,KOJIE-SAN CLASSIC                                                                                                      1x2x65G,47.7,55.0,1x2x65G
124809000000000,KOJIE-SAN CLASSIC 12x65G,604.2,636.0,12x65G
124809000000000,KOJIE-SAN CLASSIC 1X12X65G,367.2,385.0,1X12X65G
64809000000000,KOJIE-SAN CLASSIC 1X6X65G,183.6,193.0,1X6X65G
64809000000000,KOJIE-SAN CLASSIC 6x(2x65g),302.1,320.0,2x65g
904809000000000,KOJIE-SAN DREAM WHITE 48X2X65G,2918.4,3010.0,48X2X65G
4809010000000,KOJIE-SAN PILLOW PACK                                                                                                1x24X45G,486.0,535.0,1x24X45G
124809000000000,KOJIE-SAN PILLOW PACK 12x45G,256.5,270.0,12x45G
904809000000000,KOJIE-SAN PILLOW PACK 1x144X45G,3078.0,3170.0,1x144X45G
244809000000000,KOJIE-SAN PILLOW PACK 24x45G,492.0,520.0,24x45G
64809000000000,KOJIE-SAN PILLOW PACK 6x45G,128.25,136.0,6x45G
904809000000000,KOJIE-SAN PULLTAB 1X150X135G,5124.0,5230.0,1X150X135G
4809010000000,KOJIE-SAN VALUE PACK                                                                                                      1x65Gx3,70.0,80.0,1x65Gx3
4809010000000,KOJIE-SAN VALUE PACK                                                                                                 1x45G,20.25,23.0,1x45G
124809000000000,KOJIE-SAN VALUE PACK 12x65Gx3,877.8,936.0,12x65Gx3
64809000000000,KOJIE-SAN VALUE PACK 6x65Gx3,439.0,468.0,6x65Gx3
4809010000000,KOJIESAN DREAMWHITE SOAP135G,70.2,79.0,1
4809010000000,KOJIESAN SOAP3X100G                                                                               3X100G,114.0,130.0,3X100G
64809000000000,KOJIIE SAN DREAM WHITE 6X2X65G,364.8,384.0,6X2X65G
904807000000000,KOKI COOKIES 1X10X20PCS,175.0,185.0,1X10X20PCS
4806510000000,KOKI COOKIES 1x20PCS,17.5,19.0,1x20PCS
4809010000000,KOKIE SAN SKIN LIGHTENING SOAP 1X135G,64.6,72.0,1X135G
8998390000000,KOKIS MOCHACHINO 1X30G,15.0,17.0,1X30G
4800360000000,KOKO KRUNCH15+5G 1X15+5G,5.6,7.0,1X15
4800360000000,KOKOKRUNCH15G                                                                                          12X15G,68.0,74.0,12X15G
4800360000000,KOKOKRUNCH15G                                                                                          1X15G,5.6,7.0,1X15G
8998390000000,kokola butter cookies w%2525252F free 1x1,165.75,184.99,1x1
8998390000000,kokola milky vanilla cookies w/ freeyogurt 1x1,165.76,185.0,1x1
6983440000000,KOKOMELON YOGURT 1x50PCS,30.0,38.0,1x50PCS
906983000000000,KOKOMELON YOGURT 40X50S,1560.0,1600.0,40X50S
4987070000000,KOOLFEVER FOR ADULT 2'S,51.0,56.0,1
4987070000000,KOOLFEVER FOR ADULTS 6'S,149.0,165.0,1
4987070000000,KOOLFEVER FOR BABIES 0-2YEARS 6'S,151.5,165.0,1
4987070000000,KOOLFEVER FOR KIDS IMMEDIATE COOLING 6'S,151.5,165.0,1
4987070000000,KOOLFEVER GENTLE TO BABIES SKIN FOR BABIES 1X2SHEETS,51.0,56.0,1X2SHEETS
4987070000000,KOOLFEVER INTERMEDIATE COOLING FOR KIDS 1X2 SHEETS,51.0,56.0,1X2
0022000021025,KOPICUP STYRO CUP 1x25PCS,32.0,38.0,1x25PCS
9022000000000,KOPICUP STYRO25'S,1350.0,1450.0,1
58998700000000,KOPIKO BLACK                                                                                                               5x58g,56.0,60.0,5x58g
58996000000000,KOPIKO BLACK 3IN ONE SINGLE                                                                                                5x30g,32.5,35.0,5x30g
8996000000000,KOPIKO BLACK 3IN ONE SINGLE                                                                                               1x30g,7.0,9.0,1x30g
108996000000000,KOPIKO BLACK 3IN ONE SINGLE                                                                                             1x30g,65.0,70.0,1x30g
908996000000000,KOPIKO BLACK 3N1 SINGLE                                                                                             1X240S,1560.0,1610.0,1X240S
108999000000000,KOPIKO BLACK TWIN                                                                                                          10x60g,112.0,120.0,10x60g
908999000000000,KOPIKO BLACK TWIN 10x60G,1310.0,1350.0,10x60G
8998670000000,KOPIKO BLACK TWIN 1x60G,11.2,12.0,1x60G
8996000000000,KOPIKO BLANCA SINGLE                                                                                                         1x30g,7.5,9.0,1x30g
58996000000000,KOPIKO BLANCA SINGLE                                                                                                     5x30g,36.0,40.0,5x30g
108996000000000,KOPIKO BLANCA SINGLE 10x30G,75.0,80.0,10x30G
908996000000000,KOPIKO BLANCA SINGLE 240x30G,1608.0,1640.0,240x30G
58998700000000,KOPIKO BLANCA TWIN                                                                                                          5x58g,56.0,62.0,5x58g
108999000000000,KOPIKO BLANCA TWIN  10x58G,107.0,124.0,10x58G
908999000000000,KOPIKO BLANCA TWIN  120x58G,1375.0,1420.0,120x58G
8998670000000,KOPIKO BLANCA TWIN  1x55G,11.0,13.0,1x55G
899867000000000,KOPIKO BLANCA TWIN TIE 58GX10,95.36,0.0,1
8998670000000,KOPIKO BLANCA TWIN18+2 1X29GX18+2,212.5,230.0,1X29GX18
58996000000000,KOPIKO BROWN  SINGLE 30G                                                                                                   5X30G,32.5,35.0,5X30G
908996000000000,KOPIKO BROWN 3N127G                                                                                            1X240S,1560.0,1610.08,1X240S
908999000000000,KOPIKO BROWN COFFEE 120x53G,1310.0,1350.0,120x53G
8998670000000,KOPIKO BROWN COFFEE 1x53G,12.4,13.0,1x53G
108996000000000,KOPIKO BROWN COFFEE SINGLE                                                                                              1x28g,65.0,70.0,1x28g
8996000000000,KOPIKO BROWN COFFEE SINGLE 1x27.5G,6.5,8.0,1x27
58998700000000,KOPIKO BROWN COFFEE TWIN                                                                                                     5x50g,56.0,60.0,5x50g
10899700000000,KOPIKO BROWN TW 10+1  10+1x53G,112.0,124.0,1x53G
11899700000000,KOPIKO BROWN TW 10+1  10+1x53G,112.0,124.0,1x53G
118999000000000,KOPIKO BROWN TW 10+1 10X52G,112.0,124.0,10X52G
8998670000000,KOPIKO BROWN TWIN PROMO 1x12PCS,129.0,138.0,1x12PCS
108999000000000,KOPIKO BROWN TWIN10S 10X26.5G,112.0,120.0,10X26
108999000000000,KOPIKO CAFE MOCHA                                                                                                            5x50g,109.0,124.0,5x50g
908999000000000,KOPIKO CAFE MOCHA 120x51G,1310.0,1350.0,120x51G
58998700000000,KOPIKO CAFE MOCHA TWIN                                                                                                       5x50g,55.5,62.0,5x50g
8998670000000,KOPIKO CAFE MOCHA TWIN 1x51G,11.0,13.0,1x51G
8996000000000,kopiko cappuccino 1x50s,32.65,36.0,1x50s
908996000000000,KOPIKO CAPPUCCINO CANDY 1X24,783.6,805.0,1X24
108996000000000,KOPIKO CAPPUCCINO25G 10X25G,65.0,70.0,10X25G
8996000000000,KOPIKO CAPPUCCINO25G 1X25G,6.5,8.0,1X25G
58996000000000,KOPIKO CAPPUCCINO25G 5X25G,32.5,35.0,5X25G
8996000000000,KOPIKO COFFEE CANDY 1x24,32.65,36.0,1x24
908996000000000,KOPIKO COFFEE CANDY 1x24X50,740.0,805.0,1x24X50
108999000000000,KOPIKO CREAMY CARAMELO                                                                                                   10x50g,109.0,124.0,10x50g
908999000000000,KOPIKO CREAMY CARAMELO 120x50G,1375.0,1430.0,120x50G
8998670000000,KOPIKO CREAMY CARAMELO 50gx1,10.9,13.0,1
58998700000000,KOPIKO CREAMY CARAMELO 5X25G,54.5,62.0,5X25G
108999000000000,KOPIKO DOUBLE CUPS36G 10X36G,82.5,89.0,10X36G
8998670000000,KOPIKO DOUBLE CUPS36G 1X36G,8.0,10.0,1X36G
58998700000000,KOPIKO DOUBLE CUPS36G 5X36G,42.0,45.0,5X36G
4806520000000,KOPJIE SAN LOTION150G 1X150G,161.0,180.0,1X150G
KORGIVIT-E,KORGIVIT-E CAPSULE,4.6,6.9,1
4806520000000,KOROPOK ONION&GARLIC FLAV.258.68G 1X258.68,47.0,51.0,1X258
4806520000000,KOROPOK ONION&GARLIC FLAV.408.68G 1X408.68G,68.0,74.0,1X408
4806520000000,KOROPOK ORIGINAL FLAV.258.68G 1X258.68G,47.0,51.0,1X258
4806520000000,KOROPOK ORIGINAL FLAV.408.68G 1X408.68G,68.0,74.0,1X408
4800580000000,Krem-top coffee creamer 450gx1,79.9,0.0,1
4800580000000,krem-top coffee creamer Net wt. 170gx1,34.8,0.0,1
0748486000000,KREMDENSADA W/ FRUIT COCKTAIL 1X(410ML+822G),109.08,125.0,1
4807790000000,KREMIL-S ADVANCE CHEWABLE TABLET,18.12,20.25,1
4807790000000,KREMIL-S CHEWABLE TABLET,7.25,8.0,1
4800580000000,Kretop - Top coffee cremier  250GX1PCK,47.74,0.0,1
904800000000000,KRIM STIX PEANUT BUTTER STICK 24X25+2,640.0,660.0,24X25
904800000000000,KRIM STIX UBE 24+25+2,555.0,572.0,1
904800000000000,KRIM STIX-SOFTEE 24X25+2,640.0,660.0,24X25
4800490000000,KRIMST IX SOFTEE JUMBO25S 1X25S,40.0,43.0,1X25S
4800090000000,KRIMSTIX CHOCO JAR 1x100,115.0,120.0,1x100
904800000000000,KRIMSTIX CHOCO JAR 1x100PCS,599.0,614.0,1x100PCS
14800100000000,KRIMSTIX JAR CHOCO 6X100s,541.0,550.0,6X100s
14800100000000,KRIMSTIX JAR MILK 6X100s,541.0,559.94,6X100s
4800090000000,KRIMSTIX MILK  1x100PCS,115.0,120.0,1x100PCS
904800000000000,KRIMSTIX MILK JAR 6X100PCS,599.0,614.0,6X100PCS
4800090000000,KRIMSTIX REFILL CHEESE 1X25,26.25,28.0,1X25
904800000000000,KRIMSTIX REFILL CHEESE 24X25+2X4.8G,640.0,660.0,2X4
14800100000000,KRIMSTIX REFILL CHEESE 5.2GX24,510.0,530.4,1
904800000000000,KRIMSTIX REFILL CHOCO 24X25+2,640.0,660.0,24X25
904800000000000,KRIMSTIX REFILL CHOCO STRAW. 24X25+2X4.8G,640.0,660.0,2X4
4800090000000,KRIMSTIX REFILL CHOCO STRAWBERRY COMBO                                                                                        1x27,26.25,28.0,1x27
14800100000000,KRIMSTIX REFILL CHOCO STRAWBERRY COMBO 5.2GX24,515.0,535.6,1
14800100000000,KRIMSTIX REFILL CHOCO STRAWBERRY COMBO 5.2GX24,510.0,530.4,1
4800090000000,KRIMSTIX REFILL chocolate                                                                                                    1x27s,26.25,28.0,1x27s
4800090000000,KRIMSTIX REFILL cookies & cream                                                                         1x17,26.25,28.0,1x17
904800000000000,KRIMSTIX REFILL COOKIES & CREAM 24X25+2X4.8G,640.0,660.0,2X4
14800100000000,KRIMSTIX REFILL cookies & cream 5.2GX24,510.0,530.4,1
4800090000000,KRIMSTIX REFILL MILK                                                                                                  1x25g,26.25,28.0,1x25g
904800000000000,KRIMSTIX REFILL MILK 24X25+2X4.8G,640.0,660.0,2X4
14800100000000,KRIMSTIX REFILL MILK 5.2GX24,510.0,530.4,1
4800090000000,KRIMSTIX REFILL PANDAN                                                                                                  1x25,26.25,28.0,1x25
904800000000000,KRIMSTIX REFILL PANDAN 24X25+2X4.2G,640.0,660.0,2X4
14800100000000,KRIMSTIX REFILL PANDAN 5.2GX24,510.0,530.4,1
4800090000000,KRIMSTIX REFILL PEANUT BUTTER 1X25,26.25,28.0,1X25
14800100000000,KRIMSTIX REFILL PEANUT BUTTER 24X20s,630.0,648.9,24X20s
4800090000000,KRIMSTIX REFILL UBE 1X25+2,26.25,28.0,1X25
14800100000000,KRIMSTIX REFILL UBE 5.2GX24,0.0,0.0,1
4800090000000,KRIMSTIX SOFTEE 8GX25+2,26.25,28.0,1
68992900000000,KRIS LOTION                                                                                                      6x100ml,84.0,95.0,6x100ml
8992930000000,KRIS LOTION CASUAL                                                                                                        1X100ML,14.0,18.0,1X100ML
68992900000000,KRIS LOTION CASUAL 6x100ML,84.0,95.0,6x100ML
128993000000000,KRIS LOTION CASUAL100ML 12X100ML,168.0,190.0,12X100ML
8992930000000,KRIS LOTION CHARMING                                                                                                       1X100ML,16.0,20.0,1X100ML
128993000000000,KRIS LOTION CHARMING 12x100ML,170.0,190.0,12x100ML
68992900000000,KRIS LOTION CHARMING 6x100ML,88.0,98.0,6x100ML
8992930000000,KRIS LOTION ELEGANT 1x100ML,14.0,18.0,1x100ML
68992900000000,KRIS LOTION ELEGANT 6x100ML,84.0,95.0,6x100ML
128993000000000,KRIS LOTION ELEGANT100ML 12X100ML,168.0,190.0,12X100ML
8992930000000,KRIS LOTION FEMININE                                                                                                  1x100ml,14.0,18.0,1x100ml
128993000000000,KRIS LOTION FEMININE 12x100ML,166.96,192.0,12x100ML
68992900000000,KRIS LOTION SENSUAl                                                                                                      6x100ml,84.0,95.0,6x100ml
128993000000000,KRIS LOTION SENSUAL  12x100ML,168.0,190.0,12x100ML
8992930000000,KRIS LOTION SENSUAL  1x100ML,14.0,18.0,1x100ML
6938420000000,KRISPY MALLOWS  1x130PCS,150.0,165.0,1x130PCS
4809010000000,KS DREAM WHITE  1x135G,105.3,122.0,1x135G
4806510000000,KUCHI KUCHI POW PRICKLY HEAT100G 1X100G,80.0,90.0,1X100G
4806510000000,KUCHI KUCHI POW PRICKLY HEAT50G 1X50G,55.0,62.0,1X50G
8998390000000,KUKIS BUTTER                                                                                                             1x60g,15.0,17.0,1x60g
108998000000000,KUKIS BUTTER 10X60G,117.0,125.0,10X60G
8998390000000,KUKIS BUTTER 1X10X25G,51.22,55.0,1X10X25G
68998400000000,KUKIS BUTTER60G                                                                                             6X60G,90.0,96.0,6X60G
68998400000000,KUKIS COCONUT60G 6X60G,90.0,96.0,6X60G
108998000000000,KUKIS KELAPA 1X10X30G,117.0,125.0,1X10X30G
8998390000000,KUKIS KELAPA 1x60g,15.0,17.0,1x60g
8998390000000,KUKIS MOCHACHINO 1X10X25G,51.3,55.0,1X10X25G
108998000000000,KUKIS MOCHACHINO 1X10X60G,116.37,125.0,1X10X60G
8998390000000,KUKIS MOCHACHINO 1X400G,163.25,174.0,1X400G
68998400000000,KUKIS MOCHACHINO60G 6X60G,90.0,96.0,6X60G
108998000000000,KUKIS VANILLA                                                                                                           10x30g,117.0,125.0,10x30g
8998390000000,KUKIS VANILLA                                                                                                    1x60g,15.0,17.0,1x60g
8998390000000,KUKIS VANILLA 1X10X25G,51.3,55.0,1X10X25G
68998400000000,KUKIS VANILLA60G                                                                                                   6X60G,90.0,96.0,6X60G
6934960000000,KUMQUAT LOLLIPOP 1x30PCS,110.25,120.0,1x30PCS
4806520000000,KWELL SHAMPOO 30ML,111.22,128.25,1
4806520000000,KWELL SHAMPOO 60ML,216.09,249.0,1
12748500000000,L-7 CARNE NORTE150G                                           12x150g,248.52,262.0,12x150g
12748500000000,L-7 CARNE NORTE210G,329.0,346.0,1
6748490000000,L-7 CARNE NORTE210G,164.0,173.0,1
0748486000000,L-7 CARNE NORTE210G,27.0,30.0,1
6929540000000,L.K.K FRIED GARLIC GRANULES1KG 1X1KG,185.0,210.0,1X1KG
0010000190010,LA CHINITA RICE                                                                             1X10KG,445.0,455.01,1X10KG
4805360000000,La pacita crushed graham  Net wt1kgx1,120.1,0.0,1
4800070000000,La Pacita EGG CRACKLET  Net wt. 130g(4.59 oz),32.73,0.0,1
4800070000000,LA PACITA famous five biscuit 1.5kls,275.98,0.0,1
4800070000000,La pacita Graham crackers 200gx1,30.93,0.0,1
4800070000000,La Pacita graham crackers 250gx10,46.86,0.0,1
4800070000000,LA PACITA holiday mix 2.5kg/1.85klgx1,376.04,0.0,1
4800070000000,La Pacita MAMON TOSTADO  Net wt. 100gx1,39.38,0.0,1
4800070000000,LA PACITA PASENCIA EGG COKIES VANILLA 1BAGX10[CKS INSIDE,49.59,0.0,1
4800070000000,La Pacita PASENCIA egg drop cookies Net wt. 40gx1,7.94,0.0,1
4800070000000,La Pacita PASENCIA egg drop cookies vanilla Net wt. 90g(3.17 oz),16.84,0.0,1
4800070000000,La Pacita PRIMA TOAST classic Net wt. 10x1,43.51,0.0,10x1
0012340000014,LABORATORY APPARATUS 1x1,15.0,25.0,1x1
4801690000000,LABZTER CRACKERS 1x100G,18.13,21.0,1x100G
124802000000000,LABZTER CRACKERS 1X12X100G,217.56,229.0,1X12X100G
904802000000000,LABZTER CRACKERS 1X25X100G,453.25,470.0,1X25X100G
64801700000000,LABZTER CRACKERS 1X6X100G,108.78,120.0,1X6X100G
0005160000100,LACOSTE PERFUME 1X85ML,160.0,180.0,1X85ML
8993240000000,LACTACYD ALL DAY CARE 1X250ML,196.0,216.0,1X250ML
8993240000000,LACTACYD ALL-DAY CARE  1x150ML,143.0,157.0,1x150ML
8993240000000,LACTACYD ALL-DAY CARE  1x60ML,61.0,69.0,1x60ML
4800140000000,LACTACYD BABY BATH 1X250ML,240.0,265.01,1X250ML
4800140000000,LACTACYD BABYBATH 1x150ML,170.0,190.0,1x150ML
4800140000000,LACTACYD BABYBATH 1X60ML,86.0,95.0,1X60ML
4800140000000,LACTACYD ODOR FRESH 1x150ML,153.0,172.0,1x150ML
4800140000000,LACTACYD ODOR FRESH 1x60ML,66.0,74.0,1x60ML
8936120000000,LACTACYD PEARL INTIMATE 1X250ML,230.0,250.0,1X250ML
8936120000000,LACTACYD PRO PEARL INTIMATE 1x150ML,153.0,172.0,1x150ML
8936120000000,LACTACYD PRO PEARL INTIMATE 1x60ML,66.0,74.0,1x60ML
4800140000000,LACTACYD PRO SENSITIVE  1x150ML,160.0,181.01,1x150ML
4800140000000,LACTACYD PRO SENSITIVE  1x60ML,71.0,80.0,1x60ML
4800140000000,LACTACYD PRO SENSITIVE 1X250ML,205.0,225.0,1X250ML
4800140000000,LACTACYD TODDLER WASH 1X250ML,207.0,230.0,1X250ML
4800140000000,LACTACYD TODDLERTUBS 1X60ML,76.5,85.0,1X60ML
0030000031150,LACTATING                                                                                                           1x50kg,1905.0,1960.0,1x50kg
0030000031151,LACTATING                                                                                                    1x1,39.0,42.0,1x1
LACTEZIN,LACTEZIN 100MG/11 I.U/5MG CAPSULE,12.98,28.0,1
4800140000000,LACTEZIN 100MG/11I.U/5MG CAPSULE PROMO PACK,155.75,168.0,1
4806510000000,LACTO PAFI    1x220,65.0,72.0,1x220
4806510000000,LACTO PAFI  1x500ML,122.0,135.0,1x500ML
4806510000000,LACTO PAFI 1000ML 1X1000ML,224.0,245.0,1X1000ML
4806510000000,LACTOVET                                                                                               1x1liter,295.0,325.0,1x1liter
4800220000000,LACTULOSE DUPHALAC 3.3G/5ML SYRUP,150.06,171.0,1
8712050000000,LACTUM 0-6 MOS                                                                                                         1X1.2KG,809.14,845.0,1X1
8712050000000,LACTUM 0-6 MOS                                                                                                         1x700g,543.0,571.0,1x700g
8712050000000,LACTUM 0-6MOS 1X900G,672.0,700.0,1X900G
8712050000000,LACTUM 1-3 CHOCO 1.15KG                                                                                                 3X500G,905.0,950.0,3X500G
8712050000000,LACTUM 1-3 CHOCO 350G                                                                                   10X350G,295.0,310.0,10X350G
8712050000000,LACTUM 1-3 PLAIN150G                                                                                  1X150G,114.0,120.0,1X150G
8712050000000,LACTUM 1-3YRS                                                                                                             1x3kg,1575.0,1655.0,1x3kg
8712050000000,LACTUM 1-3YRS 1x900G,596.35,625.0,1x900G
8712050000000,LACTUM 3+ 1X150G,103.2,108.0,1X150G
8712050000000,lactum 3+ 1x3.2kls,1575.0,1655.0,1x3
8712050000000,LACTUM 3+ CHOCO 350G                                                                                 1x350G,286.0,300.0,1x350G
8712050000000,LACTUM 6+2KG 1X2KG,1143.0,1200.0,1X2KG
0300875000000,LACTUM 6-12 PLAIN350G                                                                                            1X350G,266.67,280.0,1X350G
8712050000000,LACTUM 6-12MOS                                                                                                       1x900G,666.94,700.0,1x900G
8712050000000,LACTUM 6-12MOS                                                                                                  1x350G,119.05,125.0,1x350G
8712050000000,lactum 6x12mos 1x700g,505.0,530.0,1x700g
8712050000000,LACTUM CHOCO 3+                                                                                                     1x1.2KL,828.58,870.0,1x1
8712050000000,LACTUM CHOCO 6+ 1X1.2G,809.5,850.0,1X1
8712050000000,LACTUM CHOCO350G 1+3 1X350G,295.0,310.0,1X350G
8712050000000,LACTUM MILK 0-6MOS                                                                                                         1x150G,124.0,131.0,1x150G
8712050000000,LACTUM MILK 3+                                                                                                         1x1.2kl,828.8,871.0,1x1
8712050000000,LACTUM MILK 3+                                                                                                    5X400G,1238.1,1300.0,5X400G
8712050000000,LACTUM MILK 3+ 1x2.4KG,1357.0,1425.0,1x2
8712050000000,LACTUM MILK 3+ 1X2KG,1057.67,1111.0,1X2KG
0300875000000,LACTUM MILK 3+ 1X700G,475.28,504.0,1X700G
8712050000000,LACTUM MILK 3+ 1x900G,589.5,620.0,1x900G
8712050000000,LACTUM MILK 6-12                                                                                                     5X400G,1267.0,1331.0,5X400G
8712050000000,LACTUM PLAIN 1-3 YRS                                                                                            1X1.15KG,790.5,831.0,1X1
8712050000000,LACTUM PLAIN 1-3YRS                                                                                                         1X2KG,1234.0,1296.0,1X2KG
8712050000000,LACTUM PLAIN 1-3YRS                                                                                                       1X1.6KG,981.0,1030.0,1X1
8712050000000,LACTUM PLAIN 1-3YRS 2.4KG                                                                                             6X400G,1357.0,1425.0,6X400G
